activitynumber	activityname	subjectID	tBodyAcc-mean()-X	tBodyAcc-mean()-Y	tBodyAcc-mean()-Z	tBodyAcc-std()-X	tBodyAcc-std()-Y	tBodyAcc-std()-Z	tGravityAcc-mean()-X	tGravityAcc-mean()-Y	tGravityAcc-mean()-Z	tGravityAcc-std()-X	tGravityAcc-std()-Y	tGravityAcc-std()-Z	tBodyAccJerk-mean()-X	tBodyAccJerk-mean()-Y	tBodyAccJerk-mean()-Z	tBodyAccJerk-std()-X	tBodyAccJerk-std()-Y	tBodyAccJerk-std()-Z	tBodyGyro-mean()-X	tBodyGyro-mean()-Y	tBodyGyro-mean()-Z	tBodyGyro-std()-X	tBodyGyro-std()-Y	tBodyGyro-std()-Z	tBodyGyroJerk-mean()-X	tBodyGyroJerk-mean()-Y	tBodyGyroJerk-mean()-Z	tBodyGyroJerk-std()-X	tBodyGyroJerk-std()-Y	tBodyGyroJerk-std()-Z	tBodyAccMag-mean()	tBodyAccMag-std()	tGravityAccMag-mean()	tGravityAccMag-std()	tBodyAccJerkMag-mean()	tBodyAccJerkMag-std()	tBodyGyroMag-mean()	tBodyGyroMag-std()	tBodyGyroJerkMag-mean()	tBodyGyroJerkMag-std()	fBodyAcc-mean()-X	fBodyAcc-mean()-Y	fBodyAcc-mean()-Z	fBodyAcc-std()-X	fBodyAcc-std()-Y	fBodyAcc-std()-Z	fBodyAcc-meanFreq()-X	fBodyAcc-meanFreq()-Y	fBodyAcc-meanFreq()-Z	fBodyAccJerk-mean()-X	fBodyAccJerk-mean()-Y	fBodyAccJerk-mean()-Z	fBodyAccJerk-std()-X	fBodyAccJerk-std()-Y	fBodyAccJerk-std()-Z	fBodyAccJerk-meanFreq()-X	fBodyAccJerk-meanFreq()-Y	fBodyAccJerk-meanFreq()-Z	fBodyGyro-mean()-X	fBodyGyro-mean()-Y	fBodyGyro-mean()-Z	fBodyGyro-std()-X	fBodyGyro-std()-Y	fBodyGyro-std()-Z	fBodyGyro-meanFreq()-X	fBodyGyro-meanFreq()-Y	fBodyGyro-meanFreq()-Z	fBodyAccMag-mean()	fBodyAccMag-std()	fBodyAccMag-meanFreq()	fBodyBodyAccJerkMag-mean()	fBodyBodyAccJerkMag-std()	fBodyBodyAccJerkMag-meanFreq()	fBodyBodyGyroMag-mean()	fBodyBodyGyroMag-std()	fBodyBodyGyroMag-meanFreq()	fBodyBodyGyroJerkMag-mean()	fBodyBodyGyroJerkMag-std()	fBodyBodyGyroJerkMag-meanFreq()
2	WALKING_UPSTAIRS	30	0.263050975334204	-0.024771050073577	-0.127279480873107	-0.235606441674935	0.0340850733882507	-0.133433277733211	0.866439557859008	-0.298758685979112	-0.126255140324739	-0.945455855639687	-0.924427459112272	-0.88704386848564	0.0665547963065013	0.0132162913539687	-0.00853622683511749	-0.323120741490862	-0.290781705994256	-0.609008501462141	0.0249215337932115	-0.0991243657551958	0.0582514929633943	-0.458497327420888	-0.237820967493708	-0.158668055392428	-0.107374990728433	-0.0248446695950392	-0.0384561138010444	-0.515211559651175	-0.61510766078329	-0.503884735622193	-0.0753359288847781	-0.236679934778789	-0.0753359288847781	-0.236679934778789	-0.356795040250653	-0.346295451970496	-0.117683378496606	-0.280367442385849	-0.557735986796345	-0.622772096396867	-0.272994043137363	-0.0832073781766319	-0.33109177542141	-0.223227006048042	0.0237247948178851	-0.105824189202193	-0.418763795699217	-0.13959444211201	-0.252143530683292	-0.347090893968668	-0.315968177288486	-0.569712258663185	-0.36052251249906	-0.313126947122193	-0.647726543446475	-0.303761289997963	-0.439835319373368	-0.42293143102611	-0.366767596569974	-0.364354858694125	-0.217145645524282	-0.491510304354308	-0.179850926800261	-0.221117399414883	-0.181952416825979	-0.321592232770888	-0.246210133441253	-0.231561935455352	-0.361161355321149	-0.0154753394368407	-0.307277743862141	-0.407257710240209	0.0813768420117493	-0.395845233733681	-0.333584883910705	-0.136193721759191	-0.614366056292428	-0.662596002114882	0.0906709394368929
3	WALKING_DOWNSTAIRS	22	0.295527372849315	-0.0162362030188699	-0.103293954251027	0.0526936607791096	0.0993488914890753	-0.171528168455479	0.923432362157534	-0.195272024722603	-0.0580161581321575	-0.948045089452055	-0.931862531712329	-0.900284382773973	0.0758477387348116	0.011573165582774	-0.00115557343558219	-0.0781065452899657	-0.0788882856123288	-0.398224525335616	-0.115867257707192	-0.0264529076150342	0.0936006823355137	-0.323311199186301	-0.323264446191096	-0.224750318215753	-0.0852325833215753	-0.0534608498907534	-0.0439027202784247	-0.396577099654795	-0.458556564767123	-0.308688022234486	0.0803293340294521	0.0968841865387329	0.0803293340294521	0.0968841865387329	-0.138936159214486	-0.0298493408026712	-0.0995248768705137	-0.224893399366781	-0.413961178972603	-0.431507274654452	-0.0121854443866438	0.0747610421762329	-0.204981813339315	0.0743910489535274	0.0409459332804794	-0.221803051296918	-0.413330482608904	-0.0244674429174658	0.0629395480026027	-0.123906797023387	-0.121177741256507	-0.345931099321575	-0.114497059892808	-0.0967537061992466	-0.449884136773425	-0.345891421729452	-0.410096125089075	-0.295520767951027	-0.220500419318493	-0.306815168965753	-0.12701477799726	-0.360724133326712	-0.341803854457123	-0.332767453812329	-0.186897175091096	-0.0697295350461301	-0.0523138156741781	0.12289474443863	-0.0919036570520548	0.0124830942745205	-0.0271626200748288	-0.0435243614424658	-0.000939052312832192	-0.273691053336644	-0.331604492950753	0.0395043735806849	-0.428389658265616	-0.477837309755925	0.0898247068795205
3	WALKING_DOWNSTAIRS	23	0.287104756696237	-0.0159964683339005	-0.104716281182796	0.101264557374731	0.0702551377362903	-0.179824842033414	0.923192384005376	-0.178572060604301	-0.0500190159763172	-0.950303707688172	-0.933391105725806	-0.917354347849462	0.0908343299798387	0.00371059069811828	-0.017565338196828	-0.0346697768474194	-0.0709341741494651	-0.37078273661793	-0.104843768675403	-0.043356054406129	0.104120218005188	-0.33564368353172	-0.33443038146371	-0.273945281456183	-0.0701980049451075	-0.0561715543550269	-0.0454930787192473	-0.369055782980914	-0.446606905847581	-0.308224668166936	0.106477752771559	0.11288617118543	0.106477752771559	0.11288617118543	-0.103639160294624	-0.0111121531509409	-0.131773044277796	-0.234279573147527	-0.394706330598118	-0.425095328236989	0.0397316626733871	0.0604128037225806	-0.200503817647043	0.120664416770645	0.0057164077880914	-0.237066902813387	-0.400218796341398	-0.00137888949354839	0.0916648610721774	-0.0712614015379032	-0.112245705413441	-0.315131246557527	-0.0845098494108091	-0.0911581807917661	-0.425694043042204	-0.316783734110215	-0.361945795520968	-0.251423908018817	-0.209817011313979	-0.307620087675	-0.162057628096505	-0.379838257080108	-0.359789369395968	-0.383262675282258	-0.158217730844839	-0.0346128011035484	0.0122494887347446	0.141227805027688	-0.0796269252010753	0.0361833414565726	0.00901031569663978	-0.0477103387688172	0.0306754944995161	-0.264677946168548	-0.354388441492285	0.0874328954652156	-0.416625945510753	-0.479686774952151	0.130278914850513
3	WALKING_DOWNSTAIRS	25	0.287016179129584	-0.0162877343701552	-0.105288944378729	0.121490241066433	0.0263152421179462	-0.217712344507946	0.930109241149144	-0.157839155710856	-0.0366078039077088	-0.951874606723716	-0.934567125550122	-0.916090742616137	0.0973397710415648	0.00145372453899756	-0.00653534387885086	-0.0286846639710024	-0.0834072283543276	-0.406847949792372	-0.0509167238408435	-0.0755152065973105	0.0825300660454034	-0.350137426599022	-0.371115931232763	-0.296195443452225	-0.0578131778169193	-0.0460364359889976	-0.0616520881148166	-0.396293201906601	-0.496117408894523	-0.35114459016357	0.100605002740685	0.134231011479707	0.100605002740685	0.134231011479707	-0.118671009889731	-0.0158401592303178	-0.157652527390342	-0.279299462427139	-0.443295947440098	-0.46563948695379	0.0519645709111736	0.0368525467706601	-0.238213812453545	0.144137126264303	-0.0470375797187775	-0.271918692382885	-0.39832916234401	0.0217371123151834	0.104952925622807	-0.0639971093857946	-0.127492394504645	-0.351280189010513	-0.0807925631850122	-0.0987919948254279	-0.461869452383863	-0.308585007069927	-0.381760385274328	-0.207528124227017	-0.234928567401491	-0.353538233662347	-0.190833670023399	-0.391027516599511	-0.390449143383619	-0.400912646513447	-0.157277912700489	-0.039362476553154	-0.0147137424123472	0.14778633627066	-0.0525961638279951	0.0120506348962103	0.000268937786601467	-0.0469077833836186	0.00831843803144254	-0.318115405960709	-0.382330514404645	0.06514143322022	-0.465967623831785	-0.504620669690465	0.0777650655824694
3	WALKING_DOWNSTAIRS	26	0.284187275087087	-0.016760439589009	-0.109673798981916	0.116909875085586	0.0535064329970871	-0.186924090493994	0.928272117417417	-0.146897002148048	-0.0508309373902703	-0.948012035225225	-0.936981385825826	-0.913211918168168	0.0891977531731832	-0.0129259705566667	-0.00819137632672673	-0.000608725992792793	-0.0602095097773874	-0.377930759022222	-0.0735510716538438	-0.0593680056433303	0.0999958749923423	-0.320945471517417	-0.321123062856757	-0.28496114238018	-0.0834368643217417	-0.0502758744086186	-0.0658980985687387	-0.369034941334835	-0.456963037583604	-0.332079606605105	0.114545772680871	0.115913188389489	0.114545772680871	0.115913188389489	-0.0886900646022823	0.0106669591063063	-0.119873541484775	-0.259619021716937	-0.411813991876877	-0.436530041459459	0.05135001760997	0.0610190176304505	-0.206101328346907	0.13778790605045	-0.0192819463402402	-0.244826332933634	-0.390201200107508	-0.00115625145558559	0.103747769949219	-0.0383916618018018	-0.103145410824024	-0.319973670576276	-0.0529876919609009	-0.0779660423001502	-0.435462163690691	-0.29355072510961	-0.397136327546547	-0.207470209306306	-0.20383101615015	-0.294034499706006	-0.172505193257147	-0.362966027124535	-0.346619241800901	-0.393817942499099	-0.184040091141772	-0.0379814519644444	-0.0290824955696997	0.156095114038739	-0.0843209300276276	0.0395414237573273	0.033530539492042	-0.0294023336600294	0.0410800868999099	-0.296054462209009	-0.36893868613964	0.0712966232478889	-0.435984564703303	-0.479210197406907	0.0844997743037838
4	SITTING	1	0.270045021417867	-0.0131919713454179	-0.103513432040922	-0.982851204495677	-0.941515792651297	-0.944369793429395	0.880992229365994	0.0929582454808069	0.17097940793438	-0.97860589	-0.961934505167147	-0.951103253420749	0.0760020409051873	0.00578058302979827	-0.00109708755927032	-0.985238783717579	-0.976953965158501	-0.983505234726225	-0.0361723897985591	-0.0647804433801153	0.0789530882818444	-0.984341085965418	-0.968968608962536	-0.964816154495677	-0.0960652075994236	-0.0420091763738329	-0.0526775201503458	-0.988399706541787	-0.987863574380404	-0.986081953429395	-0.958268837636888	-0.944366537913545	-0.958268837636888	-0.944366537913545	-0.983948903861671	-0.980371303631124	-0.950644389106628	-0.957260956628242	-0.989548412334294	-0.986856290317003	-0.982753982420749	-0.953779031700288	-0.960037745331412	-0.983015138876081	-0.93902778685879	-0.940248541963112	-0.0468112830239193	0.0568063932395101	0.0804724023616686	-0.98547818443804	-0.97705958665706	-0.981018176397695	-0.986352933198847	-0.978591762680115	-0.984610235014409	0.17945722573487	-0.0489303443060519	-0.00121006006829971	-0.981505628587896	-0.974608404207493	-0.967471234178674	-0.985327236368876	-0.966269950144092	-0.967270843976945	0.0847371074751585	-0.238298738162248	-0.00552714395417867	-0.956593885417867	-0.946566598567723	0.128321844367078	-0.980309592132565	-0.979458920086455	0.29723006468147	-0.969276123544669	-0.957335351815562	-0.070455401574928	-0.987520335072046	-0.986671789394813	0.215633595699135
4	SITTING	3	0.268951655686217	-0.00846317131826979	-0.101648910064516	-0.980700804076246	-0.92182128342522	-0.93275141542522	0.850440603313783	0.157208036046657	0.158017258249443	-0.969134777419355	-0.941428575648094	-0.935093734639296	0.0759281534134897	3.26052965923754e-05	-0.00501785438143109	-0.98706495542522	-0.976160499677419	-0.98357559085044	-0.0411718042346041	-0.0773976295120235	0.0869465427613783	-0.983244299677419	-0.96324176431085	-0.95409842542522	-0.0953937394956012	-0.0406265203934604	-0.0534074098342463	-0.989161863431085	-0.987285874252199	-0.986070962785924	-0.945247085982405	-0.922473487507331	-0.945247085982405	-0.922473487507331	-0.984579264692082	-0.980288045337243	-0.941785903812317	-0.946230623431085	-0.989816214662757	-0.985586817800587	-0.981703412199413	-0.939943962891496	-0.954060953225806	-0.980459359325513	-0.918227790674487	-0.92714577031085	-0.067204830917654	0.0906814327219941	0.0824847417469208	-0.987001181554252	-0.975982539501466	-0.980904160322581	-0.988357897565982	-0.978221891495601	-0.984894700938416	0.195409546818818	-0.0310046818378299	0.0126691346685337	-0.980708496304985	-0.970423056187683	-0.958055152580645	-0.984141988035191	-0.959863309325513	-0.957199819061584	0.0717051262167449	-0.170853555980352	0.00759248195175953	-0.942436797765396	-0.924926710434018	0.103188804865314	-0.980282164750733	-0.979233271231672	0.27711306563607	-0.961446085777126	-0.946227379648094	-0.0669389098878299	-0.986514966070381	-0.985148230557185	0.176444052695249
4	SITTING	5	0.274810254333333	-0.0183267523854167	-0.1103193101875	-0.984899755	-0.934109927916667	-0.917745947333333	0.872046988333333	0.125017834729167	0.081876541275	-0.97906241	-0.95542218625	-0.930146206458333	0.07534091404375	0.010660998001875	-0.003143698215625	-0.988446097916667	-0.980884303958333	-0.984419078958333	-0.0364837192166667	-0.0486210863125	0.0609168964229167	-0.985042740625	-0.966401995	-0.960417355625	-0.0971560674583333	-0.0432156566941667	-0.0479881250166667	-0.992117785208333	-0.989816384583333	-0.988867629791667	-0.946378644375	-0.930332226458333	-0.946378644375	-0.930332226458333	-0.9860141475	-0.984044621875	-0.94759102625	-0.951904313958333	-0.991799081041667	-0.989471790625	-0.985571696041667	-0.954622543541667	-0.950110679791667	-0.984722560416667	-0.928974923958333	-0.909074168458333	-0.0444208840520833	0.0570645041708333	0.12705440313125	-0.988350761666667	-0.980337787916667	-0.982055879583333	-0.989638846875	-0.983051643333333	-0.985401729375	0.254577690875	0.0279949921041667	0.0717127412791667	-0.983773086041667	-0.975878546875	-0.967329339791667	-0.985523603333333	-0.962080816666667	-0.962094243333333	0.0397768018104167	-0.165896363620833	-0.0108405111729167	-0.954127843333333	-0.930284278958333	0.154338763083333	-0.983965000625	-0.982969890625	0.308371792520833	-0.970662281875	-0.949751119583333	-0.06653064445	-0.990139115208333	-0.989062206458333	0.2484311784375
4	SITTING	18	0.273571046769608	-0.0120381944537908	-0.105043160449346	-0.985408769248366	-0.937974803477124	-0.944489637287582	0.900439337320261	0.0821092822622376	0.13761468677719	-0.982790380849673	-0.960332830042484	-0.953562045653595	0.0772392096019608	0.00558518420107843	-0.00522172642477124	-0.984879959150327	-0.972275745947712	-0.98228041003268	-0.0390971916160784	-0.0829415490647059	0.0721736014575163	-0.979692583627451	-0.969718686862745	-0.958000254803922	-0.0958745559771242	-0.0383216696530719	-0.0492134955477778	-0.982607220424837	-0.98580502006536	-0.983323291143791	-0.958873076960784	-0.944562555915033	-0.958873076960784	-0.944562555915033	-0.981572047745098	-0.979236234150327	-0.948968541111111	-0.952446845326797	-0.986450024771242	-0.983840992712418	-0.984422063954248	-0.949320461372549	-0.958738385718954	-0.985998223267974	-0.936149399267974	-0.940933337091503	-0.00857840011284314	0.0858804007604575	0.0890208932356209	-0.985116186601307	-0.972440419673203	-0.979465395686275	-0.986015427875817	-0.974189682287582	-0.983746400849673	0.191648878120392	-0.0540549966571569	0.0169619729830065	-0.975202351732026	-0.973647900326797	-0.961680740294118	-0.981296677647059	-0.967858504640523	-0.960809389869281	0.054585725349902	-0.217794861907549	-0.0223223749732026	-0.955457723235294	-0.947438031797386	0.125186462211765	-0.978792970784314	-0.978732492712418	0.278716359446732	-0.964984124705882	-0.953049245882353	-0.0684399939091503	-0.984433281928105	-0.983994758104575	0.185258167607157
4	SITTING	20	0.276862117937853	-0.0150249815505085	-0.10925285515	-0.984505290508475	-0.935296380480226	-0.935821891550847	0.910332739774011	0.0690634338081356	0.125599369141525	-0.985203105112994	-0.961610476327684	-0.946497443757062	0.074945269640565	0.00516498754071243	-0.000180069039548022	-0.982456101949153	-0.969322809943503	-0.979073079830509	-0.0365690839473729	-0.0715513577399153	0.0807629088181921	-0.977817842881356	-0.964050433898305	-0.956479903559322	-0.0952864627299435	-0.0405409973718644	-0.0510166052332768	-0.980462967118644	-0.983345813615819	-0.980105371355932	-0.955110266129944	-0.94123534390678	-0.955110266129944	-0.94123534390678	-0.979163149435028	-0.974561558248588	-0.94544845	-0.948898096497175	-0.984531166610169	-0.980307886073446	-0.982735419632768	-0.94528230680791	-0.95282870839548	-0.985386885084746	-0.93403295269209	-0.93174821838983	-0.0131236792152542	0.0417665448099435	0.0524122769817232	-0.982888436384181	-0.969827464689266	-0.976109734887006	-0.983592068502825	-0.971027291553672	-0.980665070621469	0.176305771485141	-0.105841321346808	-0.0358866064800282	-0.972281749152542	-0.968754441836158	-0.957805797514124	-0.979722880903955	-0.961910523785311	-0.960195775536723	0.049403664640678	-0.221061116030791	-0.0219225996508757	-0.950500689217514	-0.945159384923729	0.0980434992965254	-0.974202800084746	-0.974010238898305	0.263643224567232	-0.960495367175141	-0.950582883220339	-0.0740595405312994	-0.981045581355932	-0.980455187570621	0.149699770901441
4	SITTING	24	0.275317521081365	-0.0136577448985039	-0.107108217227559	-0.983701967007874	-0.937751279457559	-0.940837621217848	0.860701572020997	0.135813012305428	0.182520920858268	-0.982554774409449	-0.962818431656168	-0.952906238742782	0.0755651420052493	0.00761724445112861	-0.00135046687379528	-0.98494730488189	-0.973694279186352	-0.982791267454068	-0.0394767208748189	-0.0688823277498688	0.0723498509161417	-0.979549373622047	-0.967841799868766	-0.956426656430446	-0.0954787051469816	-0.0416864746206667	-0.0479761395309711	-0.986708043963255	-0.987636671653543	-0.98289209335958	-0.956964133149606	-0.944963344055643	-0.956964133149606	-0.944963344055643	-0.982463245091864	-0.979463498346457	-0.946846993490814	-0.951171622855643	-0.988394126535433	-0.985681199343832	-0.983593170183727	-0.950194568766404	-0.960356025826772	-0.983902629343832	-0.935573532213648	-0.935677984908136	-0.0714130759800262	0.0567078557356955	0.0911969638839698	-0.985100299212598	-0.973714924041995	-0.98000540519685	-0.986197307007874	-0.975674751994751	-0.984233826141732	0.174770774299475	-0.06142285029979	0.0144233348896247	-0.975798178950131	-0.97437339664042	-0.959499572965879	-0.980843681784777	-0.964876230026247	-0.959593453490814	0.0558211538229921	-0.245726345177428	-0.0213317966690289	-0.95663736023622	-0.947295392262467	0.111883214798005	-0.979185614724409	-0.978781928110236	0.286358876828294	-0.964488117139108	-0.951393694141732	-0.10027744349	-0.986395964566929	-0.985490717375328	0.15549023862706
5	STANDING	2	0.279144408874172	-0.0154693093474503	-0.105908427734841	-0.980023605364238	-0.92665771807947	-0.92684150157947	0.935662620364238	-0.237445281009934	0.0363161452479139	-0.988364288576159	-0.96923701486755	-0.943197640596027	0.0749061117380464	0.00869842247427152	-0.00662874112270861	-0.973168018576159	-0.960244032814569	-0.975197219370861	-0.0294010495388411	-0.0709254759993709	0.0775375354529801	-0.934416530165563	-0.945576094437086	-0.945671618609272	-0.0991675784960265	-0.0433344556440397	-0.0512012495853974	-0.963471117880795	-0.972031200099338	-0.971435175761589	-0.946596910761589	-0.936037762715232	-0.946596910761589	-0.936037762715232	-0.972811294304636	-0.962973387980132	-0.92873173192053	-0.909154590827815	-0.973875774701987	-0.963707853311258	-0.975822766688742	-0.938007644536424	-0.948220661490066	-0.982118375827815	-0.925320221390728	-0.921832246390728	-0.00734998099292715	-0.058150432460298	0.0542089840008609	-0.973150812417219	-0.960481225165563	-0.970987140033113	-0.975757130198675	-0.963023195496689	-0.978171058112583	0.17169990169807	-0.147625335188079	-0.0070961314639404	-0.934382433443709	-0.951021521192053	-0.947733426821192	-0.935673018576159	-0.943266706423841	-0.950169152880795	-0.240054828466556	-0.234042732128808	-0.114338247259404	-0.946402393211921	-0.940227038576159	0.0387613395295894	-0.963387600662252	-0.961527007615894	0.196004572822185	-0.932486523807947	-0.910790603741722	-0.200251511199338	-0.965557121225166	-0.963732999503311	0.0522402706535762
5	STANDING	4	0.279379993059937	-0.0139013770130915	-0.10588194293123	-0.980312596782334	-0.919977970315457	-0.924462645709779	0.937776608170347	-0.139386965608076	-0.0350801344776025	-0.982137111135647	-0.95618458681388	-0.9393292679653	0.0740866347545741	0.00526944974281073	-0.00534614128700631	-0.977018294384858	-0.961226349526814	-0.976770168611987	-0.0243627460439748	-0.0621391066966246	0.0808414072429022	-0.94372202444795	-0.956605382744479	-0.946956858769716	-0.100368014479495	-0.0419069267280757	-0.0508622574579495	-0.965139126340694	-0.977229185646688	-0.972975804384858	-0.942930118012618	-0.931621472750789	-0.942930118012618	-0.931621472750789	-0.974093462050473	-0.968423293217666	-0.936087885362776	-0.922667749621451	-0.975898384384858	-0.970947551671924	-0.977669455930599	-0.934404739369085	-0.948372132082019	-0.981645235962145	-0.917857374132492	-0.918215008958991	-0.0138864006898423	-0.00467879855476341	0.0113619476705047	-0.977154310630915	-0.961279287160883	-0.973406558990536	-0.979095268801262	-0.964159388391167	-0.978819644132492	0.183535186627003	-0.109061948958265	-0.00570129954227129	-0.94099443785489	-0.961362241987382	-0.949060211987382	-0.945496548201893	-0.954499866025237	-0.951258030378549	-0.218465013982965	-0.237928761577634	-0.116363974434981	-0.945787037760252	-0.934925927102208	0.0157254658788013	-0.967926171861199	-0.968095595520505	0.237297423901514	-0.942456222586751	-0.92418771148265	-0.171613411734385	-0.972189178201893	-0.971279535615142	0.0915893786895899
5	STANDING	9	0.279127694340278	-0.0177634618572917	-0.108414549480694	-0.985040113090278	-0.936751570138889	-0.942796029791667	0.943027658506944	-0.148369597707396	-0.0723868972663194	-0.988573845694444	-0.972693445833333	-0.955980627256944	0.0750740153263889	0.0114307082621528	-0.00388644855817014	-0.979558304340278	-0.963945007326389	-0.977098102986111	-0.0268957536245139	-0.0673472872644792	0.0872208532881944	-0.9497732203125	-0.958243550034722	-0.960287381527778	-0.0987308862430556	-0.0419116423927083	-0.0543781691128125	-0.962830967395833	-0.977433520451389	-0.976608793229167	-0.956227753159722	-0.951442316076389	-0.956227753159722	-0.951442316076389	-0.975805272465278	-0.970450828506944	-0.946096984513889	-0.933294162951389	-0.976164233020833	-0.970583626875	-0.981898546875	-0.945230659513889	-0.9572952109375	-0.986587505416667	-0.935935920104167	-0.939251975659722	0.0150488784114583	-0.0558359036371181	0.0463875944246181	-0.979667052534722	-0.9643388709375	-0.973665863055556	-0.981358859166667	-0.966221203993056	-0.9792001459375	0.199176994034583	-0.14063837456066	-0.0127949524837847	-0.943643904375	-0.961807871423611	-0.960088553020833	-0.952165555416667	-0.956630047083333	-0.964053175798611	-0.216777569833507	-0.226491683652778	-0.0927810134355208	-0.958525532847222	-0.954618681527778	0.0493224835836806	-0.970104964166667	-0.969965433854167	0.267092860059722	-0.946625261875	-0.9362802503125	-0.15501644255625	-0.972008207395833	-0.970649606458333	0.102552673897569
5	STANDING	10	0.279488041564626	-0.0151956249734694	-0.10398138374119	-0.990294268435374	-0.950711029795918	-0.961113858265306	0.949366591326531	-0.178939262190476	0.0165877267709997	-0.991637244353741	-0.97737745377551	-0.967176018197279	0.0753623059044558	0.00789310192185374	-0.00368959693697279	-0.987343205816327	-0.972156023231292	-0.985007673129252	-0.0274194871817347	-0.0651765474520408	0.0768831049588435	-0.962433902687075	-0.975774859795918	-0.97069450829932	-0.0985270998605442	-0.0429613573935374	-0.0517687001251701	-0.976489960272109	-0.988434733265306	-0.984520126870748	-0.969711407993197	-0.963858071530612	-0.969711407993197	-0.963858071530612	-0.983771258197279	-0.980638673877551	-0.959574600510204	-0.954239512585034	-0.986180921530612	-0.983496065544218	-0.988321993843537	-0.957153980782313	-0.970908025068027	-0.99133548244898	-0.949947482482993	-0.958406910884354	0.0534225922329932	-0.00895667842176871	0.109085821726565	-0.98735668170068	-0.972281071428571	-0.982466295578231	-0.988498510034014	-0.974157208333333	-0.986191416258503	0.234207014809184	-0.108670141984354	0.0442154831404762	-0.961051127959184	-0.978845586428571	-0.971415795680272	-0.963381393843537	-0.974288265272109	-0.973112928231292	-0.224605089433163	-0.237359617063333	-0.071431949055	-0.968995277142857	-0.96623699377551	0.108285506390068	-0.980039741088435	-0.980333475	0.284707619862245	-0.966531681462585	-0.954565083877551	-0.175031238571493	-0.984239538911565	-0.983412999897959	0.108980779317007
5	STANDING	12	0.27978681346875	-0.0160395508150625	-0.10389589604375	-0.9858116998125	-0.9330352389375	-0.9438761448125	0.943891052375	-0.189328791234375	-0.00491264141625	-0.9878339898125	-0.9697887918125	-0.955155436625	0.07494067775625	0.00812953676380312	-0.00468016880386563	-0.982564319625	-0.9659719113125	-0.98253552165625	-0.0260487722168125	-0.066294112683125	0.078357999109375	-0.9450723408125	-0.96785056121875	-0.96186879359375	-0.0998642999178125	-0.04342266342375	-0.0509611085536563	-0.96980983828125	-0.9841766004375	-0.97899847225	-0.955831930375	-0.949499448125	-0.955831930375	-0.949499448125	-0.97928003028125	-0.974948898875	-0.943614234625	-0.932041697875	-0.98123125125	-0.97783639353125	-0.9837539086875	-0.9447196975625	-0.961641133375	-0.9869024084375	-0.9312065316875	-0.93902049778125	0.0264655138110312	-0.027802397560625	0.0667345572494062	-0.982650565375	-0.96629706578125	-0.979577826875	-0.984132158875	-0.968185876625	-0.98414994190625	0.210518502134063	-0.144199755181781	0.0113159192255	-0.9448363614375	-0.9712253351875	-0.962754834375	-0.94601031546875	-0.96630973621875	-0.965251395125	-0.228990514468844	-0.163369471234313	-0.0764046053796875	-0.95942777521875	-0.95192937059375	0.065382689455625	-0.9745060084375	-0.97448917303125	0.254318773494063	-0.95207899875	-0.93200368125	-0.181172723472875	-0.9793675505625	-0.97722277075	0.0724378313203125
5	STANDING	13	0.277995071009174	-0.0186118208977003	-0.110731486434771	-0.985348434648318	-0.929875871896024	-0.9406848117737	0.942563960489297	-0.205822152514985	-0.0142671701819572	-0.989734856880734	-0.970419975565749	-0.956020620764526	0.07542342282263	0.0105508550622294	-0.00294570307002752	-0.980187340764526	-0.963445430519878	-0.980180377737003	-0.0259947657768196	-0.0729607504042813	0.0803065735174312	-0.942278637400612	-0.96350082324159	-0.959047965474006	-0.100943987823853	-0.0409617845094801	-0.0527930435603364	-0.965283167003058	-0.981654138715596	-0.977943974923547	-0.95458123146789	-0.947568144984709	-0.95458123146789	-0.947568144984709	-0.977244272691131	-0.971370983333333	-0.942187697767584	-0.929783132446483	-0.978971555657492	-0.974470841437309	-0.982438894036697	-0.941057952538226	-0.957977432844037	-0.986822439663609	-0.928456495168196	-0.9361940317737	0.0306267027660856	-0.0440691069137615	0.0287144903865443	-0.98011746204893	-0.963579362966361	-0.976777264923547	-0.982126489174312	-0.966062941345566	-0.982319155474006	0.225154392067584	-0.136957274685566	0.0133043105583486	-0.94086733969419	-0.967073063608563	-0.960572647217125	-0.943710030550459	-0.961946202996942	-0.96252525675841	-0.231005708735352	-0.198151132737003	-0.0708755909051988	-0.956596282782875	-0.950482153700306	0.014975977340367	-0.970799245321101	-0.971180132629969	0.263021996723242	-0.949245204892966	-0.930419848103975	-0.206298399428868	-0.975814316972477	-0.974368352171254	0.0938941579012232
